id,title,description,course_id,created_by,created_at
1540,DevOps Best Practices - Quiz 1,Assessment quiz for DevOps Best Practices,599,1924,2025-10-10 17:26:22
1541,DevOps Best Practices - Quiz 2,Assessment quiz for DevOps Best Practices,599,1924,2025-09-21 17:26:22
1542,DevOps Best Practices - Quiz 3,Assessment quiz for DevOps Best Practices,599,1924,2025-09-28 17:26:22
1543,DevOps Best Practices - Quiz 4,Assessment quiz for DevOps Best Practices,599,1924,2025-09-26 17:26:22
1544,DevOps Best Practices - Quiz 5,Assessment quiz for DevOps Best Practices,599,1924,2025-10-03 17:26:22
1545,Music Theory Basics - Quiz 1,Assessment quiz for Music Theory Basics,600,1992,2025-10-03 17:34:22
1546,Music Theory Basics - Quiz 2,Assessment quiz for Music Theory Basics,600,1992,2025-09-18 17:34:22
1547,Music Theory Basics - Quiz 3,Assessment quiz for Music Theory Basics,600,1992,2025-09-28 17:34:22
1548,Music Theory Basics - Quiz 4,Assessment quiz for Music Theory Basics,600,1992,2025-09-20 17:34:22
1549,Advanced Mindfulness - Quiz 1,Assessment quiz for Advanced Mindfulness,601,692,2025-09-27 17:27:34
1550,Advanced Mindfulness - Quiz 2,Assessment quiz for Advanced Mindfulness,601,692,2025-09-17 17:27:34
1551,Advanced Mindfulness - Quiz 3,Assessment quiz for Advanced Mindfulness,601,692,2025-09-21 17:27:34
1552,Advanced Mindfulness - Quiz 4,Assessment quiz for Advanced Mindfulness,601,692,2025-09-30 17:27:34
1553,Advanced Mindfulness - Quiz 5,Assessment quiz for Advanced Mindfulness,601,692,2025-09-30 17:27:34
1554,Advanced Chinese - Quiz 1,Assessment quiz for Advanced Chinese,602,1574,2025-09-19 17:32:48
1555,Advanced Chinese - Quiz 2,Assessment quiz for Advanced Chinese,602,1574,2025-09-23 17:32:48
1556,Advanced Chinese - Quiz 3,Assessment quiz for Advanced Chinese,602,1574,2025-10-04 17:32:48
1557,Advanced Chinese - Quiz 4,Assessment quiz for Advanced Chinese,602,1574,2025-10-10 17:32:48
1558,Graphic Design for Professionals - Quiz 1,Assessment quiz for Graphic Design for Professionals,603,1661,2025-09-17 17:23:17
1559,Graphic Design for Professionals - Quiz 2,Assessment quiz for Graphic Design for Professionals,603,1661,2025-09-18 17:23:17
1560,Graphic Design for Professionals - Quiz 3,Assessment quiz for Graphic Design for Professionals,603,1661,2025-09-16 17:23:17
1561,Graphic Design for Professionals - Quiz 4,Assessment quiz for Graphic Design for Professionals,603,1661,2025-10-09 17:23:17
1562,Graphic Design for Professionals - Quiz 5,Assessment quiz for Graphic Design for Professionals,603,1661,2025-09-26 17:23:17
1563,Logic Mastery - Quiz 1,Assessment quiz for Logic Mastery,604,453,2025-10-12 17:22:42
1564,Logic Mastery - Quiz 2,Assessment quiz for Logic Mastery,604,453,2025-09-20 17:22:42
1565,Logic Mastery - Quiz 3,Assessment quiz for Logic Mastery,604,453,2025-09-20 17:22:42
1566,Logic Mastery - Quiz 4,Assessment quiz for Logic Mastery,604,453,2025-09-28 17:22:42
1567,Logic Mastery - Quiz 5,Assessment quiz for Logic Mastery,604,453,2025-09-24 17:22:42
1568,Complete Mental Health Guide - Quiz 1,Assessment quiz for Complete Mental Health Guide,605,714,2025-09-25 17:22:06
1569,Complete Mental Health Guide - Quiz 2,Assessment quiz for Complete Mental Health Guide,605,714,2025-10-12 17:22:06
1570,French for Travelers - Quiz 1,Assessment quiz for French for Travelers,606,300,2025-09-21 17:29:38
1571,Learn Japanese - Beginner - Quiz 1,Assessment quiz for Learn Japanese - Beginner,607,1895,2025-09-18 17:34:19
1572,Learn Japanese - Beginner - Quiz 2,Assessment quiz for Learn Japanese - Beginner,607,1895,2025-10-09 17:34:19
1573,Creative Web Design Workshop - Quiz 1,Assessment quiz for Creative Web Design Workshop,608,508,2025-10-02 17:27:24
1574,Creative Web Design Workshop - Quiz 2,Assessment quiz for Creative Web Design Workshop,608,508,2025-10-06 17:27:24
1575,Creative Web Design Workshop - Quiz 3,Assessment quiz for Creative Web Design Workshop,608,508,2025-10-02 17:27:24
1576,Creative Web Design Workshop - Quiz 4,Assessment quiz for Creative Web Design Workshop,608,508,2025-09-24 17:27:24
1577,Spanish for Travelers - Quiz 1,Assessment quiz for Spanish for Travelers,609,1080,2025-09-28 17:38:01
1578,Spanish for Travelers - Quiz 2,Assessment quiz for Spanish for Travelers,609,1080,2025-10-10 17:38:01
1579,Photography Masterclass - Quiz 1,Assessment quiz for Photography Masterclass,611,1803,2025-09-29 17:34:36
1580,Photography Masterclass - Quiz 2,Assessment quiz for Photography Masterclass,611,1803,2025-09-30 17:34:36
1581,Photography Masterclass - Quiz 3,Assessment quiz for Photography Masterclass,611,1803,2025-10-10 17:34:36
1582,Photography Masterclass - Quiz 4,Assessment quiz for Photography Masterclass,611,1803,2025-10-12 17:34:36
1583,Creative Branding Workshop - Quiz 1,Assessment quiz for Creative Branding Workshop,613,2078,2025-09-22 17:36:22
1584,Creative Branding Workshop - Quiz 2,Assessment quiz for Creative Branding Workshop,613,2078,2025-09-14 17:36:22
1585,Theoretical Data Science - Quiz 1,Assessment quiz for Theoretical Data Science,616,2127,2025-10-06 17:35:26
1586,Theoretical Data Science - Quiz 2,Assessment quiz for Theoretical Data Science,616,2127,2025-10-04 17:35:26
1587,Theoretical Data Science - Quiz 3,Assessment quiz for Theoretical Data Science,616,2127,2025-09-15 17:35:26
1588,Theoretical Data Science - Quiz 4,Assessment quiz for Theoretical Data Science,616,2127,2025-10-02 17:35:26
1589,Theoretical Data Science - Quiz 5,Assessment quiz for Theoretical Data Science,616,2127,2025-10-09 17:35:26
1590,Physics Fundamentals - Quiz 1,Assessment quiz for Physics Fundamentals,617,1053,2025-10-03 17:31:46
1591,Physics Fundamentals - Quiz 2,Assessment quiz for Physics Fundamentals,617,1053,2025-10-08 17:31:46
1592,Physics Fundamentals - Quiz 3,Assessment quiz for Physics Fundamentals,617,1053,2025-09-16 17:31:46
1593,Learn Chinese - Beginner - Quiz 1,Assessment quiz for Learn Chinese - Beginner,618,229,2025-10-10 17:27:18
1594,Learn Chinese - Beginner - Quiz 2,Assessment quiz for Learn Chinese - Beginner,618,229,2025-09-18 17:27:18
1595,Chemistry Fundamentals - Quiz 1,Assessment quiz for Chemistry Fundamentals,622,2097,2025-09-23 17:35:13
1596,Chemistry Fundamentals - Quiz 2,Assessment quiz for Chemistry Fundamentals,622,2097,2025-10-06 17:35:13
1597,Chemistry Fundamentals - Quiz 3,Assessment quiz for Chemistry Fundamentals,622,2097,2025-09-22 17:35:13
1598,Chemistry Fundamentals - Quiz 4,Assessment quiz for Chemistry Fundamentals,622,2097,2025-09-27 17:35:13
1599,Chemistry Fundamentals - Quiz 5,Assessment quiz for Chemistry Fundamentals,622,2097,2025-09-13 17:35:13
1600,Creative Branding Workshop - Quiz 1,Assessment quiz for Creative Branding Workshop,623,1028,2025-09-21 17:24:12
1601,Creative Branding Workshop - Quiz 2,Assessment quiz for Creative Branding Workshop,623,1028,2025-10-03 17:24:12
1602,Introduction to Marketing - Quiz 1,Assessment quiz for Introduction to Marketing,625,994,2025-10-09 17:32:27
1603,Introduction to Marketing - Quiz 2,Assessment quiz for Introduction to Marketing,625,994,2025-10-02 17:32:27
1604,Introduction to Marketing - Quiz 3,Assessment quiz for Introduction to Marketing,625,994,2025-10-02 17:32:27
1605,Introduction to Marketing - Quiz 4,Assessment quiz for Introduction to Marketing,625,994,2025-10-05 17:32:27
1606,Introduction to Marketing - Quiz 5,Assessment quiz for Introduction to Marketing,625,994,2025-09-19 17:32:27
1607,Professional First Aid - Quiz 1,Assessment quiz for Professional First Aid,626,62,2025-10-01 17:26:05
1608,Biology Laboratory - Quiz 1,Assessment quiz for Biology Laboratory,629,1546,2025-09-25 17:29:13
1609,Biology Laboratory - Quiz 2,Assessment quiz for Biology Laboratory,629,1546,2025-10-05 17:29:13
1610,Complete Python Guide - Quiz 1,Assessment quiz for Complete Python Guide,630,2136,2025-10-02 17:38:32
1611,Complete Python Guide - Quiz 2,Assessment quiz for Complete Python Guide,630,2136,2025-10-09 17:38:32
1612,Complete Python Guide - Quiz 3,Assessment quiz for Complete Python Guide,630,2136,2025-10-02 17:38:32
1613,Introduction to Chemistry - Quiz 1,Assessment quiz for Introduction to Chemistry,631,123,2025-09-30 17:37:56
1614,Introduction to Chemistry - Quiz 2,Assessment quiz for Introduction to Chemistry,631,123,2025-10-07 17:37:56
1615,Effective Mindfulness - Quiz 1,Assessment quiz for Effective Mindfulness,632,1469,2025-10-09 17:30:31
1616,Effective Mindfulness - Quiz 2,Assessment quiz for Effective Mindfulness,632,1469,2025-09-29 17:30:31
1617,Effective Mindfulness - Quiz 3,Assessment quiz for Effective Mindfulness,632,1469,2025-09-18 17:30:31
1618,Effective Mindfulness - Quiz 4,Assessment quiz for Effective Mindfulness,632,1469,2025-10-11 17:30:31
1619,Effective Mindfulness - Quiz 5,Assessment quiz for Effective Mindfulness,632,1469,2025-09-15 17:30:31
1620,AI Fundamentals - Quiz 1,Assessment quiz for AI Fundamentals,634,1060,2025-09-21 17:27:11
1621,AI Fundamentals - Quiz 2,Assessment quiz for AI Fundamentals,634,1060,2025-10-07 17:27:11
1622,AI Fundamentals - Quiz 3,Assessment quiz for AI Fundamentals,634,1060,2025-09-22 17:27:11
1623,AI Fundamentals - Quiz 4,Assessment quiz for AI Fundamentals,634,1060,2025-10-02 17:27:11
1624,Advanced Spanish - Quiz 1,Assessment quiz for Advanced Spanish,635,317,2025-09-24 17:35:17
1625,Advanced Spanish - Quiz 2,Assessment quiz for Advanced Spanish,635,317,2025-10-02 17:35:17
1626,Advanced Spanish - Quiz 3,Assessment quiz for Advanced Spanish,635,317,2025-10-03 17:35:17
1627,Introduction to Statistics - Quiz 1,Assessment quiz for Introduction to Statistics,637,745,2025-10-09 17:21:20
1628,Introduction to Statistics - Quiz 2,Assessment quiz for Introduction to Statistics,637,745,2025-09-25 17:21:20
1629,Introduction to Statistics - Quiz 3,Assessment quiz for Introduction to Statistics,637,745,2025-09-28 17:21:20
1630,Introduction to Statistics - Quiz 4,Assessment quiz for Introduction to Statistics,637,745,2025-09-19 17:21:20
1631,Introduction to Statistics - Quiz 5,Assessment quiz for Introduction to Statistics,637,745,2025-10-10 17:21:20
1632,Time Management Mastery - Quiz 1,Assessment quiz for Time Management Mastery,638,158,2025-09-17 17:33:20
1633,Time Management Mastery - Quiz 2,Assessment quiz for Time Management Mastery,638,158,2025-10-06 17:33:20
1634,Time Management Mastery - Quiz 3,Assessment quiz for Time Management Mastery,638,158,2025-09-16 17:33:20
1635,Time Management Mastery - Quiz 4,Assessment quiz for Time Management Mastery,638,158,2025-09-16 17:33:20
1636,Time Management Mastery - Quiz 5,Assessment quiz for Time Management Mastery,638,158,2025-09-17 17:33:20
1637,UI/UX Design Principles - Quiz 1,Assessment quiz for UI/UX Design Principles,639,1097,2025-10-01 17:32:44
1638,Master Node.js - Quiz 1,Assessment quiz for Master Node.js,640,698,2025-09-15 17:33:45
1639,Master Node.js - Quiz 2,Assessment quiz for Master Node.js,640,698,2025-09-29 17:33:45
1640,Master Node.js - Quiz 3,Assessment quiz for Master Node.js,640,698,2025-09-27 17:33:45
1641,Master Node.js - Quiz 4,Assessment quiz for Master Node.js,640,698,2025-09-18 17:33:45
1642,Business Italian - Quiz 1,Assessment quiz for Business Italian,641,966,2025-09-14 17:32:32
1643,Professional IoT - Quiz 1,Assessment quiz for Professional IoT,642,343,2025-09-13 17:21:07
1644,Advanced French - Quiz 1,Assessment quiz for Advanced French,643,2127,2025-10-02 17:24:36
1645,Advanced French - Quiz 2,Assessment quiz for Advanced French,643,2127,2025-09-18 17:24:36
1646,Complete Machine Learning Guide - Quiz 1,Assessment quiz for Complete Machine Learning Guide,644,436,2025-09-16 17:37:30
1647,Complete Machine Learning Guide - Quiz 2,Assessment quiz for Complete Machine Learning Guide,644,436,2025-09-30 17:37:30
1648,Complete Machine Learning Guide - Quiz 3,Assessment quiz for Complete Machine Learning Guide,644,436,2025-09-17 17:37:30
1649,Complete Machine Learning Guide - Quiz 4,Assessment quiz for Complete Machine Learning Guide,644,436,2025-09-17 17:37:30
1650,Introduction to Blockchain - Quiz 1,Assessment quiz for Introduction to Blockchain,645,282,2025-09-13 17:38:08
1651,Introduction to Blockchain - Quiz 2,Assessment quiz for Introduction to Blockchain,645,282,2025-10-01 17:38:08
1652,Introduction to Blockchain - Quiz 3,Assessment quiz for Introduction to Blockchain,645,282,2025-10-08 17:38:08
1653,Introduction to Blockchain - Quiz 4,Assessment quiz for Introduction to Blockchain,645,282,2025-09-22 17:38:08
1654,Introduction to Blockchain - Quiz 5,Assessment quiz for Introduction to Blockchain,645,282,2025-09-21 17:38:08
1655,Theoretical Data Science - Quiz 1,Assessment quiz for Theoretical Data Science,646,1311,2025-10-06 17:27:55
1656,Theoretical Data Science - Quiz 2,Assessment quiz for Theoretical Data Science,646,1311,2025-09-28 17:27:55
1657,Theoretical Data Science - Quiz 3,Assessment quiz for Theoretical Data Science,646,1311,2025-09-24 17:27:55
1658,Theoretical Data Science - Quiz 4,Assessment quiz for Theoretical Data Science,646,1311,2025-09-13 17:27:55
1659,Advanced Machine Learning - Quiz 1,Assessment quiz for Advanced Machine Learning,647,438,2025-09-24 17:28:14
1660,Advanced Machine Learning - Quiz 2,Assessment quiz for Advanced Machine Learning,647,438,2025-09-13 17:28:14
1661,Advanced Machine Learning - Quiz 3,Assessment quiz for Advanced Machine Learning,647,438,2025-10-10 17:28:14
1662,Advanced Machine Learning - Quiz 4,Assessment quiz for Advanced Machine Learning,647,438,2025-10-07 17:28:14
1663,Advanced Study Skills - Quiz 1,Assessment quiz for Advanced Study Skills,649,935,2025-09-25 17:32:22
1664,Advanced Study Skills - Quiz 2,Assessment quiz for Advanced Study Skills,649,935,2025-10-09 17:32:22
1665,Advanced Study Skills - Quiz 3,Assessment quiz for Advanced Study Skills,649,935,2025-09-15 17:32:22
1666,Advanced AI - Quiz 1,Assessment quiz for Advanced AI,650,1762,2025-10-12 17:38:16
1667,Advanced AI - Quiz 2,Assessment quiz for Advanced AI,650,1762,2025-10-04 17:38:16
1668,Modern Painting Techniques - Quiz 1,Assessment quiz for Modern Painting Techniques,651,994,2025-09-21 17:30:22
1669,Modern Painting Techniques - Quiz 2,Assessment quiz for Modern Painting Techniques,651,994,2025-09-28 17:30:22
1670,Advanced Wellness - Quiz 1,Assessment quiz for Advanced Wellness,652,1165,2025-09-21 17:34:22
1671,Business Japanese - Quiz 1,Assessment quiz for Business Japanese,653,852,2025-09-15 17:27:44
1672,Research Methods Fundamentals - Quiz 1,Assessment quiz for Research Methods Fundamentals,654,1604,2025-09-28 17:35:52
1673,Research Methods Fundamentals - Quiz 2,Assessment quiz for Research Methods Fundamentals,654,1604,2025-09-19 17:35:52
1674,Research Methods Fundamentals - Quiz 3,Assessment quiz for Research Methods Fundamentals,654,1604,2025-10-08 17:35:52
1675,Research Methods Fundamentals - Quiz 4,Assessment quiz for Research Methods Fundamentals,654,1604,2025-10-11 17:35:52
1676,Communication Workshop - Quiz 1,Assessment quiz for Communication Workshop,655,266,2025-10-03 17:22:22
1677,Communication Workshop - Quiz 2,Assessment quiz for Communication Workshop,655,266,2025-10-07 17:22:22
1678,Communication Workshop - Quiz 3,Assessment quiz for Communication Workshop,655,266,2025-10-05 17:22:22
1679,Communication Workshop - Quiz 4,Assessment quiz for Communication Workshop,655,266,2025-09-26 17:22:22
1680,Communication Workshop - Quiz 5,Assessment quiz for Communication Workshop,655,266,2025-10-05 17:22:22
1681,Critical Thinking Fundamentals - Quiz 1,Assessment quiz for Critical Thinking Fundamentals,657,1432,2025-09-23 17:30:56
1682,Critical Thinking Fundamentals - Quiz 2,Assessment quiz for Critical Thinking Fundamentals,657,1432,2025-09-14 17:30:56
1683,Critical Thinking Fundamentals - Quiz 3,Assessment quiz for Critical Thinking Fundamentals,657,1432,2025-09-25 17:30:56
1684,Advanced C++ - Quiz 1,Assessment quiz for Advanced C++,658,2141,2025-10-09 17:36:36
1685,Advanced C++ - Quiz 2,Assessment quiz for Advanced C++,658,2141,2025-09-26 17:36:36
1686,Advanced C++ - Quiz 3,Assessment quiz for Advanced C++,658,2141,2025-09-15 17:36:36
1687,Advanced C++ - Quiz 4,Assessment quiz for Advanced C++,658,2141,2025-09-22 17:36:36
1688,French for Travelers - Quiz 1,Assessment quiz for French for Travelers,659,1973,2025-10-07 17:22:33
1689,French for Travelers - Quiz 2,Assessment quiz for French for Travelers,659,1973,2025-10-05 17:22:33
1690,French for Travelers - Quiz 3,Assessment quiz for French for Travelers,659,1973,2025-09-16 17:22:33
1691,French for Travelers - Quiz 4,Assessment quiz for French for Travelers,659,1973,2025-09-16 17:22:33
1692,Advanced Chemistry - Quiz 1,Assessment quiz for Advanced Chemistry,660,1053,2025-10-07 17:30:44
1693,Advanced Chemistry - Quiz 2,Assessment quiz for Advanced Chemistry,660,1053,2025-09-27 17:30:44
1694,Advanced Chemistry - Quiz 3,Assessment quiz for Advanced Chemistry,660,1053,2025-09-25 17:30:44
1695,Advanced Chemistry - Quiz 4,Assessment quiz for Advanced Chemistry,660,1053,2025-10-12 17:30:44
1696,Effective Productivity - Quiz 1,Assessment quiz for Effective Productivity,662,1398,2025-09-25 17:21:38
1697,Effective Productivity - Quiz 2,Assessment quiz for Effective Productivity,662,1398,2025-10-01 17:21:38
1698,Effective Productivity - Quiz 3,Assessment quiz for Effective Productivity,662,1398,2025-09-19 17:21:38
1699,Effective Productivity - Quiz 4,Assessment quiz for Effective Productivity,662,1398,2025-10-02 17:21:38
1700,Effective Productivity - Quiz 5,Assessment quiz for Effective Productivity,662,1398,2025-09-15 17:21:38
1701,UI/UX Masterclass - Quiz 1,Assessment quiz for UI/UX Masterclass,663,123,2025-09-13 17:34:56
1702,German for Travelers - Quiz 1,Assessment quiz for German for Travelers,664,1536,2025-09-30 17:23:10
1703,German for Travelers - Quiz 2,Assessment quiz for German for Travelers,664,1536,2025-10-07 17:23:10
1704,German for Travelers - Quiz 3,Assessment quiz for German for Travelers,664,1536,2025-10-03 17:23:10
1705,German for Travelers - Quiz 4,Assessment quiz for German for Travelers,664,1536,2025-10-05 17:23:10
1706,German for Travelers - Quiz 5,Assessment quiz for German for Travelers,664,1536,2025-10-02 17:23:10
1707,Complete Mental Health Guide - Quiz 1,Assessment quiz for Complete Mental Health Guide,665,681,2025-09-19 17:37:13
1708,Complete Mental Health Guide - Quiz 2,Assessment quiz for Complete Mental Health Guide,665,681,2025-10-05 17:37:13
1709,Complete Mental Health Guide - Quiz 3,Assessment quiz for Complete Mental Health Guide,665,681,2025-10-03 17:37:13
1710,Complete Mental Health Guide - Quiz 4,Assessment quiz for Complete Mental Health Guide,665,681,2025-10-02 17:37:13
1711,Complete Mental Health Guide - Quiz 5,Assessment quiz for Complete Mental Health Guide,665,681,2025-10-10 17:37:13
1712,Advanced Research Methods - Quiz 1,Assessment quiz for Advanced Research Methods,666,451,2025-10-10 17:35:16
1713,Advanced Research Methods - Quiz 2,Assessment quiz for Advanced Research Methods,666,451,2025-10-06 17:35:16
1714,Advanced Research Methods - Quiz 3,Assessment quiz for Advanced Research Methods,666,451,2025-09-19 17:35:16
1715,Advanced Research Methods - Quiz 4,Assessment quiz for Advanced Research Methods,666,451,2025-10-01 17:35:16
1716,DevOps Implementation - Quiz 1,Assessment quiz for DevOps Implementation,668,1586,2025-09-17 17:28:54
1717,DevOps Implementation - Quiz 2,Assessment quiz for DevOps Implementation,668,1586,2025-09-27 17:28:54
1718,DevOps Implementation - Quiz 3,Assessment quiz for DevOps Implementation,668,1586,2025-09-19 17:28:54
1719,Advanced Goal Setting - Quiz 1,Assessment quiz for Advanced Goal Setting,669,810,2025-09-28 17:31:47
1720,Advanced Goal Setting - Quiz 2,Assessment quiz for Advanced Goal Setting,669,810,2025-09-22 17:31:47
1721,Advanced Goal Setting - Quiz 3,Assessment quiz for Advanced Goal Setting,669,810,2025-09-16 17:31:47
1722,Advanced Goal Setting - Quiz 4,Assessment quiz for Advanced Goal Setting,669,810,2025-09-19 17:31:47
1723,Professional C++ - Quiz 1,Assessment quiz for Professional C++,670,955,2025-10-05 17:28:38
1724,Classical Painting - Quiz 1,Assessment quiz for Classical Painting,671,368,2025-10-07 17:36:22
1725,Classical Painting - Quiz 2,Assessment quiz for Classical Painting,671,368,2025-09-24 17:36:22
1726,Classical Painting - Quiz 3,Assessment quiz for Classical Painting,671,368,2025-09-13 17:36:22
1727,Modern Typography Techniques - Quiz 1,Assessment quiz for Modern Typography Techniques,673,1995,2025-09-27 17:31:16
1728,Modern Typography Techniques - Quiz 2,Assessment quiz for Modern Typography Techniques,673,1995,2025-09-21 17:31:16
1729,Modern Typography Techniques - Quiz 3,Assessment quiz for Modern Typography Techniques,673,1995,2025-10-06 17:31:16
1730,UI/UX for Professionals - Quiz 1,Assessment quiz for UI/UX for Professionals,674,1666,2025-09-17 17:22:21
1731,UI/UX for Professionals - Quiz 2,Assessment quiz for UI/UX for Professionals,674,1666,2025-10-09 17:22:21
1732,UI/UX for Professionals - Quiz 3,Assessment quiz for UI/UX for Professionals,674,1666,2025-10-10 17:22:21
1733,Biology Fundamentals - Quiz 1,Assessment quiz for Biology Fundamentals,675,592,2025-09-19 17:28:51
1734,Biology Fundamentals - Quiz 2,Assessment quiz for Biology Fundamentals,675,592,2025-09-29 17:28:51
1735,Biology Fundamentals - Quiz 3,Assessment quiz for Biology Fundamentals,675,592,2025-09-20 17:28:51
1736,Professional Nutrition - Quiz 1,Assessment quiz for Professional Nutrition,677,113,2025-10-08 17:34:30
1737,Professional Nutrition - Quiz 2,Assessment quiz for Professional Nutrition,677,113,2025-10-09 17:34:30
1738,Professional Nutrition - Quiz 3,Assessment quiz for Professional Nutrition,677,113,2025-09-20 17:34:30
1739,Professional Nutrition - Quiz 4,Assessment quiz for Professional Nutrition,677,113,2025-10-01 17:34:30
1740,Leadership Strategy - Quiz 1,Assessment quiz for Leadership Strategy,678,438,2025-10-08 17:30:05
1741,Branding Design Principles - Quiz 1,Assessment quiz for Branding Design Principles,679,529,2025-10-12 17:21:10
1742,Music Theory History - Quiz 1,Assessment quiz for Music Theory History,680,619,2025-09-16 17:28:51
1743,Music Theory History - Quiz 2,Assessment quiz for Music Theory History,680,619,2025-10-12 17:28:51
1744,Music Theory History - Quiz 3,Assessment quiz for Music Theory History,680,619,2025-10-04 17:28:51
1745,Music Theory History - Quiz 4,Assessment quiz for Music Theory History,680,619,2025-09-19 17:28:51
1746,Complete Logic Course - Quiz 1,Assessment quiz for Complete Logic Course,682,755,2025-10-05 17:28:36
1747,Complete Logic Course - Quiz 2,Assessment quiz for Complete Logic Course,682,755,2025-09-23 17:28:36
1748,Complete Logic Course - Quiz 3,Assessment quiz for Complete Logic Course,682,755,2025-10-07 17:28:36
1749,Complete Logic Course - Quiz 4,Assessment quiz for Complete Logic Course,682,755,2025-10-08 17:28:36
1750,Nutrition Essentials - Quiz 1,Assessment quiz for Nutrition Essentials,683,1688,2025-09-16 17:36:22
1751,Nutrition Essentials - Quiz 2,Assessment quiz for Nutrition Essentials,683,1688,2025-10-03 17:36:22
1752,Nutrition Essentials - Quiz 3,Assessment quiz for Nutrition Essentials,683,1688,2025-10-11 17:36:22
1753,Nutrition Essentials - Quiz 4,Assessment quiz for Nutrition Essentials,683,1688,2025-10-12 17:36:22
1754,Nutrition Essentials - Quiz 5,Assessment quiz for Nutrition Essentials,683,1688,2025-09-14 17:36:22
1755,Leadership Strategy - Quiz 1,Assessment quiz for Leadership Strategy,685,1438,2025-09-16 17:34:35
1756,Leadership Strategy - Quiz 2,Assessment quiz for Leadership Strategy,685,1438,2025-09-29 17:34:35
1757,Leadership Strategy - Quiz 3,Assessment quiz for Leadership Strategy,685,1438,2025-09-19 17:34:35
1758,Leadership Strategy - Quiz 4,Assessment quiz for Leadership Strategy,685,1438,2025-09-23 17:34:35
1759,Advanced Node.js - Quiz 1,Assessment quiz for Advanced Node.js,686,966,2025-09-21 17:21:06
1760,Advanced Node.js - Quiz 2,Assessment quiz for Advanced Node.js,686,966,2025-10-02 17:21:06
1761,Advanced Node.js - Quiz 3,Assessment quiz for Advanced Node.js,686,966,2025-09-26 17:21:06
1762,SQL Bootcamp - Quiz 1,Assessment quiz for SQL Bootcamp,687,858,2025-10-05 17:35:42
1763,SQL Bootcamp - Quiz 2,Assessment quiz for SQL Bootcamp,687,858,2025-09-21 17:35:42
1764,SQL Bootcamp - Quiz 3,Assessment quiz for SQL Bootcamp,687,858,2025-09-21 17:35:42
1765,SQL Bootcamp - Quiz 4,Assessment quiz for SQL Bootcamp,687,858,2025-09-27 17:35:42
1766,SQL Bootcamp - Quiz 5,Assessment quiz for SQL Bootcamp,687,858,2025-10-12 17:35:42
1767,Professional Logic - Quiz 1,Assessment quiz for Professional Logic,688,1098,2025-09-13 17:22:39
1768,Advanced Nutrition - Quiz 1,Assessment quiz for Advanced Nutrition,689,349,2025-10-10 17:23:37
1769,Advanced Nutrition - Quiz 2,Assessment quiz for Advanced Nutrition,689,349,2025-10-03 17:23:37
1770,Advanced Nutrition - Quiz 3,Assessment quiz for Advanced Nutrition,689,349,2025-10-02 17:23:37
1771,Advanced Nutrition - Quiz 4,Assessment quiz for Advanced Nutrition,689,349,2025-10-05 17:23:37
1772,Introduction to Marketing - Quiz 1,Assessment quiz for Introduction to Marketing,690,317,2025-10-09 17:30:22
1773,Introduction to Marketing - Quiz 2,Assessment quiz for Introduction to Marketing,690,317,2025-09-20 17:30:22
1774,Advanced Statistics - Quiz 1,Assessment quiz for Advanced Statistics,691,396,2025-10-02 17:35:15
1775,Advanced Statistics - Quiz 2,Assessment quiz for Advanced Statistics,691,396,2025-09-23 17:35:15
1776,Advanced Statistics - Quiz 3,Assessment quiz for Advanced Statistics,691,396,2025-09-23 17:35:15
1777,Digital Typography Course - Quiz 1,Assessment quiz for Digital Typography Course,692,638,2025-09-14 17:21:35
1778,Web Design Masterclass - Quiz 1,Assessment quiz for Web Design Masterclass,694,246,2025-09-18 17:31:29
1779,Web Design Masterclass - Quiz 2,Assessment quiz for Web Design Masterclass,694,246,2025-09-23 17:31:29
1780,Web Design Masterclass - Quiz 3,Assessment quiz for Web Design Masterclass,694,246,2025-10-05 17:31:29
1781,Web Design Masterclass - Quiz 4,Assessment quiz for Web Design Masterclass,694,246,2025-09-21 17:31:29
1782,Complete Python Guide - Quiz 1,Assessment quiz for Complete Python Guide,695,946,2025-09-27 17:22:46
1783,Complete Python Guide - Quiz 2,Assessment quiz for Complete Python Guide,695,946,2025-10-10 17:22:46
1784,Complete Python Guide - Quiz 3,Assessment quiz for Complete Python Guide,695,946,2025-09-13 17:22:46
1785,Effective Mindfulness - Quiz 1,Assessment quiz for Effective Mindfulness,697,1642,2025-09-28 17:28:19
1786,Effective Mindfulness - Quiz 2,Assessment quiz for Effective Mindfulness,697,1642,2025-10-04 17:28:19
1787,AI Best Practices - Quiz 1,Assessment quiz for AI Best Practices,698,85,2025-10-02 17:30:50
1788,AI Best Practices - Quiz 2,Assessment quiz for AI Best Practices,698,85,2025-09-18 17:30:50
1789,AI Best Practices - Quiz 3,Assessment quiz for AI Best Practices,698,85,2025-10-05 17:30:50
1790,AI Best Practices - Quiz 4,Assessment quiz for AI Best Practices,698,85,2025-10-04 17:30:50
1791,AI Best Practices - Quiz 5,Assessment quiz for AI Best Practices,698,85,2025-10-01 17:30:50
1792,Logic Fundamentals - Quiz 1,Assessment quiz for Logic Fundamentals,699,952,2025-09-16 17:24:59
1793,Logic Fundamentals - Quiz 2,Assessment quiz for Logic Fundamentals,699,952,2025-09-22 17:24:59
1794,Test Prep Mastery - Quiz 1,Assessment quiz for Test Prep Mastery,700,1772,2025-09-25 17:29:02
